stem,iou,f1,precision,recall,chamfer_distance,modified_hausdorff,precision_at_0.1m,recall_at_0.1m,f1_at_0.1m
120_229_556,0.044327573252860054,0.08489208194095568,0.13053097344843959,0.06289978677971322,0.44250861387754203,0.18911163982313617,0.3060595686408764,0.47761194029850745,0.3730586116574179
120_229_557,0.04816513761431067,0.0919037155949037,0.14583333332995757,0.06709265175647398,0.39209715184050803,0.21149957552695833,0.2899551259924059,0.46112886048988283,0.3560365484241321
120_229_558,0.04618937644306244,0.08830021640192325,0.1382488479230818,0.06486486486416362,0.4283811637664532,0.21149957552695975,0.29611829944547136,0.43135135135135133,0.3511652389345281
120_229_559,0.04693414080206712,0.08966015480471753,0.14519906322844967,0.06485355648467726,0.4009994971962209,0.21149957552695833,0.2976980101443621,0.40481171548117156,0.3430888885107438
120_229_55,0.0,0.0,0.0,0.0,1.716094314153515,1.5255401832220004,0.003411675511751327,0.011799410029498525,0.005292946604876222
120_229_560,0.04318181818149105,0.08278866673305478,0.13286713286403573,0.060126582277846764,0.41126022448907507,0.22769284812112967,0.27299703264094954,0.4050632911392405,0.326168840746957
120_229_561,0.03872437357601576,0.0745613992301266,0.12028301886508766,0.054025423728241255,0.3537666258676877,0.21149957552695975,0.30168855534709194,0.4777542372881356,0.36983595248069123
120_229_562,0.03843255463422433,0.07402031499792534,0.11805555555282278,0.05391120507342589,0.3560558848115476,0.21161561093094347,0.3104932141674942,0.4915433403805497,0.38058332600680617
120_229_563,0.03600900225029251,0.06951483997801997,0.10933940774238407,0.05095541401219793,0.35375883506100714,0.22801605669402034,0.2953396967995508,0.49150743099787686,0.3689704103187847
120_229_564,0.04426106526598454,0.08477011066615286,0.13689095127292597,0.06139438085263898,0.3655980921437919,0.24660269912756205,0.2828818765707903,0.4578563995837669,0.34970320809683925
120_229_565,0.04101416853064121,0.07879655736272714,0.12910798121762657,0.056701030927250505,0.3830750793064298,0.2673917904140905,0.2637307010883321,0.4731958762886598,0.33869392784405933
120_229_566,0.05522827687735473,0.10467550150289599,0.15822784809792767,0.07820646506696344,0.39689529060383033,0.2838342574329466,0.2787212787212787,0.4754953076120959,0.3514392571256299
120_229_567,0.07007299270021845,0.13096861750178226,0.18285714285365987,0.10201912858552584,0.3858457101444885,0.29946880897982336,0.2860936745533559,0.49840595111583424,0.36352034721432896
120_229_568,0.07537313432779573,0.14018042574459402,0.204040404036282,0.10676532769443166,0.4022528847953124,0.2994688089798241,0.2930905462708905,0.47780126849894294,0.36331695393213265
120_229_569,0.08249807247430611,0.15242164810535236,0.24208144795832395,0.11122661122545502,0.40905963793684585,0.2840010551311896,0.30220197418375094,0.5155925155925156,0.3810567963688975
120_229_56,0.0,0.0,0.0,0.0,1.6304344245753004,1.4848980864262735,0.011327433628318584,0.03260869565217391,0.016814077966565494
120_229_570,0.08445146014140134,0.15574963180736456,0.24999999999415887,0.11310782240895234,0.42021968027016765,0.25737081943546425,0.31561996779388085,0.5232558139534884,0.3937412064400029
120_229_571,0.06708268330680903,0.12573098985607767,0.2014051522201076,0.09139213602453355,0.4163354743620644,0.21142493453451688,0.3387767220902613,0.5154091392136025,0.4088305006769025
120_229_572,0.04948301329357842,0.0942997843228027,0.13426853707145756,0.07266811279747648,0.4779008913385304,0.26739179041408884,0.3024597631339204,0.4566160520607375,0.3638845510961175
120_229_573,0.044412607449538594,0.08504800638373805,0.11923076922847634,0.06609808102274949,0.45517538622076337,0.2678111461451224,0.2925170068027211,0.42217484008528783,0.3455847982007077
120_229_574,0.04775900073440295,0.09116409080413071,0.12922465208490608,0.07042253521050464,0.42298561224195363,0.29647058823529404,0.29204069419509276,0.41170097508125675,0.34169764873713787
