stem,iou,f1,precision,recall,chamfer_distance,modified_hausdorff,precision_at_0.1m,recall_at_0.1m,f1_at_0.1m
best_117_1000,0.0729546638870612,0.13598833994864948,0.25547445255008255,0.0926538716075933,0.14599667782449433,0.08470588235294141,0.5553965983150533,0.7657180675049636,0.6438157379436622
best_117_1001,0.06917599186129615,0.12940056696602678,0.24199288255797166,0.08831168831111487,0.14897527457769016,0.08470588235294141,0.5628694679661288,0.7681818181818182,0.6496911013911721
best_117_1002,0.07751147373749358,0.14387126910003195,0.2634315424564397,0.09895833333268908,0.14523878025099116,0.08470588235294141,0.5664280031821798,0.7740885416666666,0.654173833745598
best_117_1003,0.07259713701394378,0.1353670121913331,0.24356775299753744,0.09372937293667506,0.14712591923453572,0.08470588235294141,0.5573482428115016,0.7722772277227723,0.6474414970773117
best_117_1004,0.0733668341704856,0.1367041158421181,0.2466216216174557,0.09455958549161556,0.15138211572111138,0.08470588235294141,0.5613109512390088,0.7655440414507773,0.6477094381088982
best_117_1005,0.07896051973973534,0.14636405341094016,0.26245847175643755,0.10147719974244396,0.15024703863014263,0.08470588235294141,0.5601918465227818,0.7726396917148363,0.649484109482322
best_117_1006,0.07804632426949625,0.14479214913947383,0.255775577553535,0.10097719869641057,0.15140423574596473,0.08470588235294141,0.5596491228070175,0.758957654723127,0.6442405571247815
best_117_1007,0.08141858141817473,0.1505773631729649,0.2689768976853304,0.10455420141049036,0.15897978787628964,0.08470588235294141,0.5520750516775322,0.7556125721616421,0.6380038153295489
best_117_1008,0.07626693426956213,0.14172493766959332,0.2508250825041118,0.09876543209812369,0.16479686631124185,0.08470588235294141,0.5518282988871224,0.7491877842755036,0.6355386727596553
best_117_1009,0.07491201608811004,0.139382596469765,0.2430668841722175,0.0977049180321462,0.1662793749233058,0.08470588235294141,0.5546824887748557,0.7495081967213115,0.6375433797376805
best_117_100,0.02664067576330968,0.051898729550344906,0.07142857142732703,0.04075546719641396,0.5131422992535352,0.45538569624225633,0.13178984861976847,0.2286282306163022,0.1671995984829303
best_117_1010,0.08062880324502725,0.14922571152286399,0.25895765471890947,0.10481212920168219,0.161484282870753,0.08470588235294141,0.5512532133676092,0.7574159525379037,0.6380955330494525
best_117_1011,0.08048904737605457,0.14898632308906637,0.257328990223822,0.10484406104774491,0.16397953881165794,0.08470588235294141,0.5477941176470589,0.747843397478434,0.6323747284491443
best_117_1012,0.08611955420422432,0.15858208542400531,0.27243589743153146,0.1118421052624221,0.16453685941941887,0.08470588235294141,0.5472302273455011,0.7644736842105263,0.637862098504537
best_117_1013,0.07510080645123438,0.13970932543441997,0.23801916932527126,0.09887193098806324,0.16540309221086008,0.08470588235294141,0.5489881143591391,0.7491705374917054,0.633644765924999
